,,,,,,,,,,,,,,,,,,,,,,,,
1,0,-0.6110193482,0,-0.333333,1.73028670467148E-05,6.66666,6.90184,7.698,9.42809,13.3333,19.492,25.758,38.3919,61.38,67.88,38.2456,19.1959,12.879,9.74602,6.66667,4.71405,3.849,3.45092,3.33334
1,0,0.0691999308,0,-0.333333,1.73028670467148E-05,6.66666,6.90184,7.698,9.42809,13.3333,19.492,25.758,38.3919,61.38,67.88,38.2456,19.1959,12.879,9.74602,6.66667,4.71405,3.849,3.45092,3.33334
1,0,0.0705332628,0,-0.333333,1.73028670467148E-05,6.66666,6.90184,7.698,9.42809,13.3333,19.492,25.758,38.3919,61.38,67.88,38.2456,19.1959,12.879,9.74602,6.66667,4.71405,3.849,3.45092,3.33334
1,0,0.0718665948,0,-0.333333,1.73028670467148E-05,6.66666,6.90184,7.698,9.42809,13.3333,19.492,25.758,38.3919,61.38,67.88,38.2456,19.1959,12.879,9.74602,6.66667,4.71405,3.849,3.45092,3.33334
1,0,0.0731999268,0,-0.333333,1.73028670467148E-05,6.66666,6.90184,7.698,9.42809,13.3333,19.492,25.758,38.3919,61.38,67.88,38.2456,19.1959,12.879,9.74602,6.66667,4.71405,3.849,3.45092,3.33334
1,0,0.0745332588,0,-0.333333,1.73028670467148E-05,6.66666,6.90184,7.698,9.42809,13.3333,19.492,25.758,38.3919,61.38,67.88,38.2456,19.1959,12.879,9.74602,6.66667,4.71405,3.849,3.45092,3.33334
1,0,0.0758665908,0,-0.333333,1.73028670467148E-05,6.66666,6.90184,7.698,9.42809,13.3333,19.492,25.758,38.3919,61.38,67.88,38.2456,19.1959,12.879,9.74602,6.66667,4.71405,3.849,3.45092,3.33334
1,0,0.0771999228,0,-0.333333,1.73028670467148E-05,6.66666,6.90184,7.698,9.42809,13.3333,19.492,25.758,38.3919,61.38,67.88,38.2456,19.1959,12.879,9.74602,6.66667,4.71405,3.849,3.45092,3.33334
1,0,0.0785332548,0,-0.333333,1.73028670467148E-05,6.66666,6.90184,7.698,9.42809,13.3333,19.492,25.758,38.3919,61.38,67.88,38.2456,19.1959,12.879,9.74602,6.66667,4.71405,3.849,3.45092,3.33334
1,0,0.0798665868,0,-0.333333,1.73028670467148E-05,6.66666,6.90184,7.698,9.42809,13.3333,19.492,25.758,38.3919,61.38,67.88,38.2456,19.1959,12.879,9.74602,6.66667,4.71405,3.849,3.45092,3.33334
1,0,0.0811999188,0,-0.333333,1.73028670467148E-05,6.66666,6.90184,7.698,9.42809,13.3333,19.492,25.758,38.3919,61.38,67.88,38.2456,19.1959,12.879,9.74602,6.66667,4.71405,3.849,3.45092,3.33334
1,0,0.0825332508,0,-0.333333,1.73028670467148E-05,6.66666,6.90184,7.698,9.42809,13.3333,19.492,25.758,38.3919,61.38,67.88,38.2456,19.1959,12.879,9.74602,6.66667,4.71405,3.849,3.45092,3.33334
